Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
31-01-01,
30-01-01,
29-01-01,
28-01-01,
27-01-01,
26-01-01,
25-01-01,
24-01-01,
23-01-01,
22-01-01,
21-01-01,
20-01-01,
19-01-01,
18-01-01,
17-01-01,
16-01-01,
15-01-01,
14-01-01,
13-01-01,
12-01-01,
11-01-01,
10-01-01,
09-01-01,
08-01-01,
07-01-01,
06-01-01,
05-01-01,
04-01-01,
03-01-01,
02-01-01,
01-01-01,

