Datum Zeit,Annaberg-Buchholz PM10
,µg/m³
31-03-07,
30-03-07,
29-03-07,
28-03-07,
27-03-07,
26-03-07,
25-03-07,
24-03-07,
23-03-07,
22-03-07,
21-03-07,
20-03-07,
19-03-07,
18-03-07,
17-03-07,
16-03-07,
15-03-07,
14-03-07,
13-03-07,
12-03-07,
11-03-07,
10-03-07,
09-03-07,
08-03-07,
07-03-07,
06-03-07,
05-03-07,
04-03-07,
03-03-07,
02-03-07,
01-03-07,

